po_id,sku_id,status,ai_recommended_qty,ai_guardrail_flags,ai_drafted_at,human_approved_qty,reviewer_user_id,human_feedback,reviewed_at,executed_at,rec_id,store_id,decision_date,on_hand,reorder_point,safety_stock,service_level,days_to_stockout,stockout_risk_7d,cost_if_ignored,cost_of_action,net_benefit,rationale,evidence,proposer,verification
e6e30bb2-be4f-520f-a427-e321826aefa4,6860153b69cc696d5dcfe1cdaaafcf62,PENDING_APPROVAL,6,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-6860153b,OLIST-BR,2018-08-14,7.0,12.96,2.81,0.9,7.0,0.479,47.59,1.26,46.33,"Order 6.0 units of 6860153b at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 10.15, ""p90_lt"": 12.96, ""lead_time_mean"": 10.3, ""lead_time_std"": 8.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 6.0 units of 6860153b at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
48b7736d-f143-5875-82fe-79f50e3e0ab0,1835b56ce799e6a4dc4eddc053f04066,PENDING_APPROVAL,12,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-1835b56c,OLIST-BR,2018-08-14,7.0,19.03,5.97,0.9,7.0,1.0,145.59,3.7,141.89,"Order 12.0 units of 1835b56c at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 13.06, ""p90_lt"": 19.03, ""lead_time_mean"": 12.9, ""lead_time_std"": 8.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 12.0 units of 1835b56c at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
0442484a-c0f7-58d4-8346-5079cbd743b7,cc63f0dd2acba93ffed4fe9f8e0321fa,PENDING_APPROVAL,8,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-cc63f0dd,OLIST-BR,2018-08-14,7.0,14.75,3.91,0.9,7.0,0.44,158.26,3.22,155.04,"Order 8.0 units of cc63f0dd at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 10.83, ""p90_lt"": 14.75, ""lead_time_mean"": 9.0, ""lead_time_std"": 3.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 8.0 units of cc63f0dd at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
1de3e5a6-3930-5c79-82e8-5dc798cd075a,1f50f920176fa81dab994f9023523100,PENDING_APPROVAL,12,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-1f50f920,OLIST-BR,2018-08-14,7.0,19.12,5.41,0.9,7.0,1.0,173.62,4.68,168.94,"Order 12.0 units of 1f50f920 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 13.72, ""p90_lt"": 19.12, ""lead_time_mean"": 15.6, ""lead_time_std"": 9.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 12.0 units of 1f50f920 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
a6546ce9-8faa-5ea0-b1ce-acefbfc7eafc,9b013e03b2ab786505a1d3b5c0756754,PENDING_APPROVAL,10,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-9b013e03,OLIST-BR,2018-08-14,7.0,17.48,9.49,0.9,7.0,0.439,28.56,1.4,27.16,"Order 10.0 units of 9b013e03 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 7.99, ""p90_lt"": 17.48, ""lead_time_mean"": 8.0, ""lead_time_std"": 6.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 10.0 units of 9b013e03 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
d8e7c091-6698-51e9-9aaa-0d470f934921,f7ba60f8c3f99e7ee4042fdef03b70c4,PENDING_APPROVAL,8,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-f7ba60f8,OLIST-BR,2018-08-14,7.0,14.56,3.92,0.9,7.0,1.0,412.66,15.8,396.86,"Order 8.0 units of f7ba60f8 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 10.64, ""p90_lt"": 14.56, ""lead_time_mean"": 13.2, ""lead_time_std"": 10.8, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 8.0 units of f7ba60f8 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
be537610-d37b-5f34-977e-90bd805ed11e,1900267e848ceeba8fa32d80c1a5f5a8,PENDING_APPROVAL,14,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-1900267e,OLIST-BR,2018-08-14,7.0,20.85,6.19,0.9,7.0,1.0,177.18,3.98,173.2,"Order 14.0 units of 1900267e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 14.66, ""p90_lt"": 20.85, ""lead_time_mean"": 12.8, ""lead_time_std"": 7.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 14.0 units of 1900267e at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
96c1ca19-8ae0-5dbe-9c21-146489921c49,16090f2ca825584b5a147ab24aa30c86,PENDING_APPROVAL,19,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-16090f2c,OLIST-BR,2018-08-14,7.0,25.75,14.1,0.9,7.0,0.488,88.77,2.58,86.19,"Order 19.0 units of 16090f2c at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 11.65, ""p90_lt"": 25.75, ""lead_time_mean"": 9.3, ""lead_time_std"": 9.4, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 19.0 units of 16090f2c at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
9ea4da9a-65ef-56a7-b2c1-ef5ac5ec8e9b,5a413ade68e8f8d93071a7f52a64cb9e,PENDING_APPROVAL,6,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-5a413ade,OLIST-BR,2018-08-14,3.5,9.89,4.06,0.9,7.0,0.401,68.54,0.74,67.8,"Order 6.0 units of 5a413ade at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 5.83, ""p90_lt"": 9.89, ""lead_time_mean"": 4.1, ""lead_time_std"": 3.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 6.0 units of 5a413ade at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
68ad3029-78ee-5835-b5cf-f15d32b9d34c,5656537e588803a555b8eb41f07a944b,PENDING_APPROVAL,9,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-5656537e,OLIST-BR,2018-08-14,3.5,12.59,2.99,0.9,7.0,1.0,71.69,1.25,70.44,"Order 9.0 units of 5656537e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 9.61, ""p90_lt"": 12.59, ""lead_time_mean"": 11.4, ""lead_time_std"": 7.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 9.0 units of 5656537e at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
64649d77-b97e-5797-8eaf-dc1b91b4ebb0,b39d7fe263ef469605dbb32608aee0af,PENDING_APPROVAL,7,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-b39d7fe2,OLIST-BR,2018-08-14,3.5,10.49,1.7,0.9,7.0,1.0,263.35,4.48,258.87,"Order 7.0 units of b39d7fe2 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 8.78, ""p90_lt"": 10.49, ""lead_time_mean"": 13.3, ""lead_time_std"": 6.7, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 7.0 units of b39d7fe2 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
33d4b559-d1a0-597a-a927-b559b6eab4e7,c33847515fa6305ce6feb1e818569f13,PENDING_APPROVAL,11,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-c3384751,OLIST-BR,2018-08-14,3.5,14.27,3.95,0.9,7.0,1.0,371.17,6.26,364.91,"Order 11.0 units of c3384751 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 10.32, ""p90_lt"": 14.27, ""lead_time_mean"": 9.6, ""lead_time_std"": 6.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 11.0 units of c3384751 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
398faedf-5213-56d8-998b-3c91e0993e32,c3cfdc648177fdbbbb35635a37472c53,PENDING_APPROVAL,14,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-c3cfdc64,OLIST-BR,2018-08-14,3.5,17.8,11.78,0.9,7.0,1.0,300.04,8.47,291.57,"Order 14.0 units of c3cfdc64 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 6.02, ""p90_lt"": 17.8, ""lead_time_mean"": 9.7, ""lead_time_std"": 5.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 14.0 units of c3cfdc64 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
99dfc7ea-2a15-5819-97fe-ad5e36c47317,2138ccb85b11a4ec1e37afbd1c8eda1f,PENDING_APPROVAL,7,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-2138ccb8,OLIST-BR,2018-08-14,3.5,10.53,2.64,0.9,7.0,1.0,37.73,0.9,36.83,"Order 7.0 units of 2138ccb8 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 7.89, ""p90_lt"": 10.53, ""lead_time_mean"": 11.3, ""lead_time_std"": 7.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 7.0 units of 2138ccb8 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
206e4764-ebe5-511f-8ace-81ff9fba2618,ef2fbc2b607d8492bcffe657a4645434,PENDING_APPROVAL,6,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-ef2fbc2b,OLIST-BR,2018-08-14,3.5,9.28,2.91,0.9,7.0,1.0,61.6,0.98,60.62,"Order 6.0 units of ef2fbc2b at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 6.37, ""p90_lt"": 9.28, ""lead_time_mean"": 7.0, ""lead_time_std"": 3.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 6.0 units of ef2fbc2b at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
b9aaba21-5f7a-5e3b-8379-921d57bc1d5e,594f9aaa48e5bf431f011ddc5669b0d5,PENDING_APPROVAL,6,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-594f9aaa,OLIST-BR,2018-08-14,3.5,9.79,2.7,0.9,7.0,1.0,141.07,1.72,139.35,"Order 6.0 units of 594f9aaa at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 7.09, ""p90_lt"": 9.79, ""lead_time_mean"": 7.7, ""lead_time_std"": 4.1, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 6.0 units of 594f9aaa at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
a34995cd-3fa4-5150-ba69-0f7becc466b3,7d13fca15225358621be4086e1eb0964,PENDING_APPROVAL,14,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-7d13fca1,OLIST-BR,2018-08-14,3.5,17.26,5.42,0.9,7.0,1.0,734.57,17.77,716.8,"Order 14.0 units of 7d13fca1 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 11.84, ""p90_lt"": 17.26, ""lead_time_mean"": 15.8, ""lead_time_std"": 10.1, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 14.0 units of 7d13fca1 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
58cbaa9b-89ad-5f8e-b66b-c63b58d2d04b,18e694e0e48ed6f7aa3f24aade5fd697,PENDING_APPROVAL,4,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-18e694e0,OLIST-BR,2018-08-14,3.5,7.92,2.69,0.9,7.0,1.0,16.75,0.25,16.5,"Order 4.0 units of 18e694e0 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 5.23, ""p90_lt"": 7.92, ""lead_time_mean"": 6.1, ""lead_time_std"": 3.4, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 4.0 units of 18e694e0 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
9ebac794-9d51-59df-9905-b9c56225ecba,d566c37fa119d5e66c4e9052e83ee4ea,PENDING_APPROVAL,5,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-d566c37f,OLIST-BR,2018-08-14,3.5,8.82,2.97,0.9,7.0,1.0,60.95,0.83,60.12,"Order 5.0 units of d566c37f at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 5.85, ""p90_lt"": 8.82, ""lead_time_mean"": 5.8, ""lead_time_std"": 3.9, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 5.0 units of d566c37f at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
38a4e8b7-394a-5665-871f-c97bcf9774b4,6edacfd9f9074789dad6d62ba7950b9c,PENDING_APPROVAL,11,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-6edacfd9,OLIST-BR,2018-08-14,3.5,14.95,7.35,0.9,7.0,1.0,119.5,2.45,117.05,"Order 11.0 units of 6edacfd9 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 7.6, ""p90_lt"": 14.95, ""lead_time_mean"": 9.1, ""lead_time_std"": 6.3, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 11.0 units of 6edacfd9 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
fa94d706-49d7-53bd-8300-c7dc7cc3c81f,7299e27ed73d2ad986de7f7c77d919fa,PENDING_APPROVAL,10,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-7299e27e,OLIST-BR,2018-08-14,3.5,13.86,3.54,0.9,7.0,1.0,196.39,3.41,192.98,"Order 10.0 units of 7299e27e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 10.32, ""p90_lt"": 13.86, ""lead_time_mean"": 11.4, ""lead_time_std"": 8.0, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 10.0 units of 7299e27e at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
59e04888-78b3-5390-856d-853c1b810078,391fc6631aebcf3004804e51b40bcf1e,PENDING_APPROVAL,10,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-391fc663,OLIST-BR,2018-08-14,3.5,13.89,3.47,0.9,7.0,1.0,152.97,3.16,149.81,"Order 10.0 units of 391fc663 at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 10.42, ""p90_lt"": 13.89, ""lead_time_mean"": 14.3, ""lead_time_std"": 8.6, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 10.0 units of 391fc663 at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
ed6793cb-3f63-5b62-8e6c-3fa4bfe2656b,ea67327e24487bdfac5fbfa37ea124df,PENDING_APPROVAL,7,[],2018-08-28T09:00:00Z,,,,,,REC-2018-08-14-ea67327e,OLIST-BR,2018-08-14,3.5,10.19,1.86,0.9,7.0,1.0,323.64,4.54,319.1,"Order 7.0 units of ea67327e at OLIST-BR — demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate.","{""p50_lt"": 8.33, ""p90_lt"": 10.19, ""lead_time_mean"": 8.8, ""lead_time_std"": 4.2, ""confidence"": 0.91, ""top_drivers"": [""roll_mean_7"", ""lag_7"", ""lt_mean""]}","{""decision"": ""APPROVE"", ""confidence"": 0.6, ""rationale"": ""Order 7.0 units of ea67327e at OLIST-BR \u2014 demand risk is driven by roll mean 7, and stockout is ~7 days away at the current run rate."", ""ai_available"": false}","{""verdict"": ""AGREE"", ""final_decision"": ""APPROVE"", ""reasons"": [""net_benefit positive and no guardrail flags""], ""ai_available"": false}"
